Taxonomy	ASE.V01.A	ASE.V01.B	ASE.V01.C	ASE.V02.A	ASE.V02.B	ASE.V02.C	ASE.V03.A	ASE.V03.B	ASE.V03.C	ASE.V04.A	ASE.V04.B	ASE.V04.C	PDC.V01.5	PDC.V01.6	PDC.V01.7	PDC.V02.5	PDC.V02.6	PDC.V02.7	PDC.V03.5	PDC.V03.6	PDC.V03.7	PDC.V04.5	PDC.V04.6	PDC.V04.7	Tax_detail
Pseudopropionibacterium	0	0	0	0.00298085974270474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Pseudopropionibacterium;
Colidextribacter	0	0	0	1.56887354879197e-05	0	0	0	0.00283966112331346	0	0	0	0	0	0	0	0	0	0.000141198619391277	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter;
Acidothermus	0	0	0	0	0.000203953561342956	0	0	0	0	0.000125509883903357	0	0	4.7066206463759e-05	0	0	0	0	0.00282397238782554	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Frankiales;f__Acidothermaceae;g__Acidothermus;
Aeromicrobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00276121744587386	0	0	0	0.00188264825855036	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Aeromicrobium;
Thermomicrobium	0	0	0	0	0.00272983997489802	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium;
Brevundimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0027141512394101	4.7066206463759e-05	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Brevundimonas;
Candidatus_Competibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00268277376843426	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Competibacterales;f__Competibacteraceae;g__Candidatus_Competibacter;
Gemella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00258864135550675	0	0	0	0	0	0.000235331032318795	k__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella;
Nitrospira	0	0	0	0	0	0	0	0.00251019767806715	0	0	0	0	0	0	0	0	0	0.000376529651710072	0	0	0	0	0	0	k__Bacteria;p__Nitrospirota;c__Nitrospiria;o__Nitrospirales;f__Nitrospiraceae;g__Nitrospira;
Sphingorhabdus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00236899905867587	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Sphingorhabdus;
Hydrogenophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00236899905867587	0	0	0	0	0	3.13774709758394e-05	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Hydrogenophaga;
MND1	0	0	0	0	0	0	0	0.00235331032318795	0	0	0	0	0	0	0	0	0	0.000266708503294634	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__MND1;
Oscillibacter	0	0	0	0	0	0	0	0.00230624411672419	0	0	0	0	0	0	0	0	0	7.84436774395984e-05	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;
Carnimonas	0	0	0	0	0	0	0	0.00222780043928459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Carnimonas;
Anoxybacillus	0	0	0	0	0.000753059303420144	0	0	0	0	0	0	0	0.000125509883903357	0	0	0	0	0.00203953561342956	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Anoxybacillus;
Alysiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00194540320050204	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Neisseriaceae;g__Alysiella;
[Eubacterium]_ruminantium_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00186695952306244	0	0	0	0	0	6.27549419516787e-05	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__[Eubacterium]_ruminantium_group;
Pedobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00185127078757452	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter;
Defluviicoccus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018355820520866	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Defluviicoccales;f__Defluviicoccaceae;g__Defluviicoccus;
UCG-002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0018355820520866	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UCG-002;
unidentified_SAR324_clade(Marine_group_B)	0	0	0	0	0	0	0	0.00180420458111076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__SAR324_clade(Marine_group_B);c__unidentified_SAR324_clade(Marine_group_B);o__unidentified_SAR324_clade(Marine_group_B);f__unidentified_SAR324_clade(Marine_group_B);g__unidentified_SAR324_clade(Marine_group_B);
Leptotrichia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001757138374647	0	0	0	0	0	3.13774709758394e-05	k__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;
unidentified_Beijerinckiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00174144963915908	0	0	0	0.00106683401317854	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__unidentified_Beijerinckiaceae;
unidentified_Ruminococcaceae	0	0	0	0.00171007216818324	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__unidentified_Firmicutes;o__Oscillospirales;f__Ruminococcaceae;g__unidentified_Ruminococcaceae;
unidentified_Kapabacteriales	0	0	0	0	0.00169438343269532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Kapabacteria;o__Kapabacteriales;f__unidentified_Kapabacteriales;g__unidentified_Kapabacteriales;
Lechevalieria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00155318481330405	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Lechevalieria;
Schlegelella	0	0	0	0	0	0	0	0	0	0	0	0	0.000533417006589269	7.84436774395984e-05	0	0	0	0.00153749607781613	0	0	0	0	0	3.13774709758394e-05	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Schlegelella;
unidentified_SAR86_clade	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153749607781613	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__SAR86_clade;g__unidentified_SAR86_clade;
Fibrella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00153749607781613	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Fibrella;
Meiothermus	0	0	0	0.00150611860684029	0.000392218387197992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Deinococcota;c__Deinococci;o__Thermales;f__Thermaceae;g__Meiothermus;
Atopobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00149042987135237	0	0	0	0	0	9.4132412927518e-05	k__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;
Thermaerobacter	0	0	0	0	0	0	0	0	0	0	0	0	0.000282397238782554	0	0	0	0	0.00145905240037653	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Thermaerobacteria;o__Thermaerobacterales;f__Thermaerobacteraceae;g__Thermaerobacter;
Agathobacter	0	0	0	0	0	0	0	0	0	0	0	0	4.7066206463759e-05	0	0	0	3.13774709758394e-05	0.00145905240037653	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Agathobacter;
Thiobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144336366488861	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Hydrogenophilaceae;g__Thiobacillus;
Bradyrhizobium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00144336366488861	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Bradyrhizobium;
Pseudoxanthomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00141198619391277	0	0	0	0	0	1.56887354879197e-05	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Pseudoxanthomonas;
Ellin6067	0	0	0	0	0	0	0	0	0	0	0	0	0.000141198619391277	0	0	0	0	0.00139629745842485	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Ellin6067;
Undibacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00133354251647317	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Undibacterium;
Stenotrophomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	1.56887354879197e-05	0	0	0	0.00133354251647317	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Stenotrophomonas;
Treponema	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000125509883903357	0	0.00131785378098525	0	0	0	0	0	9.41324129275181e-05	k__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__Spirochaetaceae;g__Treponema;
possible_genus_04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00127078757452149	0	0	0	0	0	0	k__Bacteria;p__Fibrobacterota;c__Fibrobacteria;o__Fibrobacterales;f__Fibrobacteraceae;g__possible_genus_04;
Lachnoanaerobaculum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00125509883903357	0	0	0	0	0	0.000109821148415438	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoanaerobaculum;
Rubrobacter	0	0	0	0.00120803263256981	0	0	0	0	0	0	0	0	0	0	0	0	0	4.7066206463759e-05	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Rubrobacteria;o__Rubrobacterales;f__Rubrobacteriaceae;g__Rubrobacter;
Erysipelatoclostridium	0	0	0	0	0	0	0	0.00120803263256981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;
Aeromonas	0	0	0	0	0	0	0	0	0	0	0	0	0.00047066206463759	0	0	0	0	0.00120803263256981	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Aeromonadaceae;g__Aeromonas;
Amycolatopsis	0	0	0	0	0	0	0	0	0	0	0	0	0.000109821148415438	0	0	0	0	0.0011923438970819	0	0	0	0	0	1.56887354879197e-05	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Amycolatopsis;
Silvanigrella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011923438970819	0	0	0	0	0	0	k__Bacteria;p__Bdellovibrionota;c__Oligoflexia;o__Silvanigrellales;f__Silvanigrellaceae;g__Silvanigrella;
Filifactor	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00117665516159398	0	0	0	0	0	0.000125509883903357	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Filifactor;
Psychrobacter	0	0	0	0	0	0	0	0.00116096642610606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Psychrobacter;
TM7x	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0011139002196423	0	0	0	0	0	0	k__Bacteria;p__Patescibacteria;c__Saccharimonadia;o__Saccharimonadales;f__Saccharimonadaceae;g__TM7x;
Salinibacter	0	0	0	0	0	0	0	0	0.0011139002196423	0	7.84436774395984e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Rhodothermia;o__Rhodothermales;f__Rhodothermaceae;g__Salinibacter;
Novosphingobium	0	0	0	0	0	0	0	0	0	0.000298085974270474	0	0	0	0	0	0	0	0.00106683401317854	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Novosphingobium;
Tychonema_CCAP_1459-11B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105114527769062	0	0	0	0	0	0	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Phormidiaceae;g__Tychonema_CCAP_1459-11B;
Polynucleobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105114527769062	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae;g__Polynucleobacter;
Erythrobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00105114527769062	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;
Bryobacter	0	0	0	0	9.4132412927518e-05	0	0	0	0	0	0	0	0	0	0	0	0	0.00105114527769062	0	0	0	0	0	0	k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Bryobacterales;f__Bryobacteraceae;g__Bryobacter;
Methylobacterium-Methylorubrum	0	0	0	0	0.0010354565422027	0	0	0	0	0	0	0	0	0	0	0	0	0.000737370567932225	0	0	0	0	0	0.000188264825855036	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Methylobacterium-Methylorubrum;
Dokdonella	0	0	0	0	0.000203953561342956	0	0	0	0	0	0	0	0	0	0	0	0	0.0010354565422027	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Rhodanobacteraceae;g__Dokdonella;
Ruminococcus	0	0	0	0	0.000125509883903357	0	0	0	0	0	0	0	0	0	0	0	0	0.0010354565422027	0	0	0.000235331032318795	0	0	6.27549419516787e-05	k__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;
Solirubrobacter	0	0	0	0	0.000313774709758393	0	0	0	0	0	0	0	6.27549419516787e-05	0	0	0	0	0.00101976780671478	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter;
Subgroup_10	0	0	0	0	0	0	0	0	0	0	0	0	1.56887354879197e-05	0	0	0	0	0.000988390335738939	0	0	0	0	0	0	k__Bacteria;p__Acidobacteriota;c__Thermoanaerobaculia;o__Thermoanaerobaculales;f__Thermoanaerobaculaceae;g__Subgroup_10;
Gaiella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00097270160025102	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Thermoleophilia;o__Gaiellales;f__Gaiellaceae;g__Gaiella;
Devosia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00094132412927518	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;
Hydrogenobacter	0	0	1.56887354879197e-05	0	0.00094132412927518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Aquificota;c__Aquificae;o__Aquificales;f__Aquificaceae;g__Hydrogenobacter;
Dialister	0	0	0	0	0	0	0	0	0	0	0	0	6.27549419516787e-05	0	0	0	0	0.00094132412927518	0	0	0	0	0	7.84436774395984e-05	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Veillonellaceae;g__Dialister;
Blautia	0	0	1.56887354879197e-05	0	0.000109821148415438	0	0	9.4132412927518e-05	0	0	0	0	0	0	0	9.4132412927518e-05	0	0.00094132412927518	0	0	6.27549419516787e-05	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;
Paraclostridium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000925635393787261	0	0	0	0	0	9.4132412927518e-05	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Peptostreptococcaceae;g__Paraclostridium;
Selenomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000925635393787261	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Selenomonas;
Ferruginibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000909946658299341	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Ferruginibacter;
Agromyces	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000862880451835582	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Agromyces;
Pseudarcicella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000847191716347662	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Pseudarcicella;
unidentified_WD2101_soil_group	0	0	0	0	0	0	0	0.000847191716347662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Tepidisphaerales;f__WD2101_soil_group;g__unidentified_WD2101_soil_group;
Oribacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000847191716347662	0	0	0	0	0	6.27549419516787e-05	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Oribacterium;
Marmoricola	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000831502980859743	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Propionibacteriales;f__Nocardioidaceae;g__Marmoricola;
Nodosilinea_PCC-7104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000831502980859743	0	0	0	0	0	0	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Phormidesmiales;f__Nodosilineaceae;g__Nodosilinea_PCC-7104;
Capnocytophaga	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000831502980859743	0	0	0	0	0	0.000141198619391277	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;
Solobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000815814245371823	0	0	0	0	0	0.000109821148415438	k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Solobacterium;
Spirosoma	0	0	0	0	0	0	0	0	0	0.000721681832444305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Spirosoma;
Brachybacterium	0	0	0	0	0.000360840916222152	0	0	0	0	0.000705993096956385	0.000580483213053028	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Micrococcales;f__Dermabacteraceae;g__Brachybacterium;
Deinococcus	0	0	0	0	0.000705993096956385	0	0	0	0	0	0	0	0	0	0	0	0	0.000172576090367116	0	0	0	0	0	0	k__Bacteria;p__Deinococcota;c__Deinococci;o__Deinococcales;f__Deinococcaceae;g__Deinococcus;
Clostridium_sensu_stricto_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000705993096956385	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_sensu_stricto_2;
Parvimonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000674615625980546	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Clostridia;o__Peptostreptococcales-Tissierellales;f__Family_XI;g__Parvimonas;
unidentified_SC-I-84	0	0	0	0	0	0	0	0	0	0	0	0	6.27549419516787e-05	0	0	0	0	0.000674615625980546	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SC-I-84;g__unidentified_SC-I-84;
Halomonas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000627549419516787	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Halomonadaceae;g__Halomonas;
Catonella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000627549419516787	0	0	0	0	0	1.56887354879197e-05	k__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Catonella;
Persicitalea	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000627549419516787	0	0	0	0	0	3.13774709758394e-05	k__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Persicitalea;
Holdemanella	0	0	0	0	0	0	0	0	0	0	0	0	9.4132412927518e-05	0	0	0	0	0.000611860684028867	0	0	0	0	0	3.13774709758394e-05	k__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;
Chroococcidiopsis_SAG_2023	0	0	0	0	0.000611860684028867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Cyanobacteria;c__Cyanobacteriia;o__Cyanobacteriales;f__Chroococcidiopsaceae;g__Chroococcidiopsis_SAG_2023;
Pirellula	0	0	0	0	0.000611860684028867	0	0	0	0	0	0	0	0	0	0	0	0	6.27549419516787e-05	0	0	0	0	0	0	k__Bacteria;p__Planctomycetota;c__Planctomycetes;o__Pirellulales;f__Pirellulaceae;g__Pirellula;
Janthinobacterium	0	0	0	0	0.000596171948540948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Janthinobacterium;
Duganella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000564794477565108	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae;g__Duganella;
Exiguobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000564794477565108	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Exiguobacterales;f__Exiguobacteraceae;g__Exiguobacterium;
unidentified_Diplorickettsiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000549105742077189	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Diplorickettsiales;f__Diplorickettsiaceae;g__unidentified_Diplorickettsiaceae;
Oceanobacillus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000549105742077189	0	0	0	0	0	0	0	0	1.56887354879197e-05	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Oceanobacillus;
Paenibacillus	0	0	0	0	0.000125509883903357	0	0	0	0	0	0	0	0.000172576090367116	0	0	0	0	0.000549105742077189	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;
Mycobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000517728271101349	0	0	0	0	0	0	k__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Mycobacteriaceae;g__Mycobacterium;
RB41	0	0	0	0	0	0	0	0	0	0	4.7066206463759e-05	0	0	0	0	0	0	0.000502039535613429	0	0	0	0	0	0	k__Bacteria;p__Acidobacteriota;c__Blastocatellia;o__Pyrinomonadales;f__Pyrinomonadaceae;g__RB41;
Candidatus_Solibacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00048635080012551	0	0	0	0	0	0	k__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Solibacterales;f__Solibacteraceae;g__Candidatus_Solibacter;
Azoarcus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047066206463759	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Rhodocyclaceae;g__Azoarcus;
Mycoplasma	0	0	0	0	0	0	0	0	0.000156887354879197	6.27549419516787e-05	0	0	0	0	0	0	0	0.000454973329149671	0	0	0	0	0	0	k__Bacteria;p__Firmicutes;c__Bacilli;o__Mycoplasmatales;f__Mycoplasmataceae;g__Mycoplasma;
Helicobacter	0	0	0	0	7.84436774395984e-05	0	0	0	0	0.000454973329149671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter;
Verticiella	0	0	0	0	0.000439284593661751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Verticiella;
